price,maintenance,doors,seats,storage,safety,shouldBuy
vhigh,low,NaN,more,small,med,unacc
low,med,3,more,big,high,acc
low,low,2,more,med,high,unacc
high,vhigh,5more,more,,high,acc
vhigh,low,2,more,big,med,acc
vhigh,low,2,more,big,low,unacc
med,med,4,more,med,med,unacc
low,med,3,more,med,med,unacc
vhigh,med,2,2,big,,unacc
vhigh,med,3,more,med,,unacc
vhigh,low,5more,2,small,med,unacc
,med,2,more,med,low,acc
low,low,4,more,big,low,acc
low,high,4,more,big,med,good
high,vhigh,3,2,big,low,unacc
low,NaN,4,more,med,high,unacc
low,high,4,NaN,NaN,high,unacc
low,low,3,more,small,high,unacc
med,,3,4,big,low,vgood
med,vhigh,2,4,small,med,unacc
vhigh,high,3,,small,low,unacc
med,med,5more,2,small,low,unacc
high,med,2,NaN,null,med,unacc
high,low,3,more,big,med,vgood
vhigh,,2,more,med,,unacc
vhigh,med,4,2,med,low,unacc
high,,4,4,small,low,unacc
high,high,2,more,big,low,unacc
high,high,2,2,small,high,acc
vhigh,low,3,,med,high,acc
high,vhigh,4,4,big,high,acc
vhigh,vhigh,5more,4,med,low,
high,med,5more,4,small,high,unacc
high,med,5more,4,med,low,acc
med,low,3,4,med,med,acc
high,low,2,more,med,low,unacc
vhigh,high,2,2,med,med,unacc
high,med,2,2,big,med,unacc
low,low,5more,2,med,high,vgood
med,med,4,4,med,med,unacc
high,vhigh,3,more,med,low,unacc
high,high,4,more,med,,acc
low,med,3,2,med,low,good
low,null,2,2,small,med,acc
low,med,5more,4,big,high,NaN
low,vhigh,2,more,med,med,unacc
low,high,3,4,big,null,unacc
low,vhigh,4,4,null,low,unacc
high,med,2,more,big,low,unacc
vhigh,NaN,5more,more,big,low,unacc
high,med,4,more,small,med,acc
high,high,5more,2,small,med,acc
high,low,5more,4,big,high,unacc
med,vhigh,4,more,med,med,unacc
vhigh,vhigh,3,2,med,med,unacc
vhigh,med,5more,more,med,low,acc
med,med,5more,4,big,low,acc
vhigh,med,5more,2,small,high,unacc
med,vhigh,3,2,big,med,unacc
high,low,3,more,med,low,unacc
vhigh,low,NaN,2,med,med,unacc
high,vhigh,5more,4,med,low,unacc
low,high,5more,more,big,high,acc
high,low,2,2,small,high,unacc
vhigh,low,3,2,small,high,acc
high,high,4,more,big,high,unacc
null,high,3,4,big,high,unacc
med,vhigh,5more,2,small,med,unacc
vhigh,high,3,4,big,med,unacc
high,med,,2,big,med,unacc
med,med,4,2,big,low,unacc
vhigh,,3,more,big,low,unacc
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,unacc
high,high,3,2,big,med,unacc
high,low,3,more,big,low,unacc
high,low,5more,2,med,high,unacc
high,low,2,2,med,low,unacc
low,vhigh,3,2,big,high,unacc
low,vhigh,2,more,med,high,unacc
vhigh,med,2,4,big,low,acc
vhigh,high,2,more,small,med,unacc
NaN,null,2,4,med,low,unacc
med,low,5more,4,big,high,acc
med,high,5more,4,big,low,unacc
low,vhigh,3,2,med,high,unacc
vhigh,low,4,more,big,high,unacc
null,low,5more,2,small,high,unacc
low,high,3,NaN,big,med,unacc
vhigh,med,3,4,big,high,unacc
high,low,2,2,small,low,unacc
vhigh,low,2,more,med,high,acc
vhigh,low,4,2,big,high,unacc
high,low,2,more,big,low,acc
med,med,3,more,small,,unacc
med,med,3,more,small,high,acc
med,med,3,4,small,high,vgood
low,low,5more,more,med,high,unacc
high,,5more,more,big,high,unacc
high,high,2,more,small,low,
low,null,NaN,more,,low,unacc
high,low,3,more,small,low,acc
vhigh,low,,more,med,low,acc
med,low,4,2,med,high,unacc
high,vhigh,3,4,big,med,unacc
high,med,3,4,med,med,unacc
med,vhigh,4,2,small,med,unacc
low,high,3,more,small,med,unacc
med,vhigh,4,2,big,high,unacc
,vhigh,4,more,big,high,unacc
low,vhigh,2,4,big,low,
vhigh,null,4,2,small,low,unacc
med,med,5more,4,null,med,unacc
high,med,3,2,big,low,unacc
low,vhigh,3,more,big,low,unacc
vhigh,vhigh,3,more,med,low,unacc
med,high,4,more,big,med,unacc
low,high,3,more,small,low,acc
vhigh,low,2,4,big,high,unacc
high,vhigh,3,more,med,med,unacc
low,low,3,2,null,med,acc
low,med,4,more,big,high,unacc
high,med,3,null,big,high,unacc
high,med,2,more,small,high,acc
high,med,4,more,small,high,unacc
low,low,4,4,big,high,unacc
vhigh,vhigh,5more,,small,low,unacc
vhigh,med,4,2,big,high,acc
high,high,5more,2,small,low,acc
vhigh,low,3,2,big,high,unacc
high,low,3,more,big,high,unacc
high,med,5more,4,small,med,unacc
med,vhigh,4,more,small,med,unacc
vhigh,NaN,,4,med,high,unacc
low,low,2,4,med,low,unacc
med,high,2,2,small,low,unacc
high,high,3,more,small,low,unacc
med,low,5more,more,small,high,unacc
high,vhigh,,4,big,low,unacc
high,med,5more,2,med,low,good
high,high,4,2,small,low,unacc
NaN,vhigh,3,more,big,high,unacc
high,med,3,more,small,low,unacc
NaN,high,2,4,big,low,unacc
vhigh,med,,more,small,med,acc
vhigh,low,3,4,big,med,unacc
high,vhigh,4,4,big,high,unacc
vhigh,vhigh,5more,4,med,low,acc
low,vhigh,2,4,big,low,acc
low,high,5more,more,med,low,unacc
,vhigh,4,4,med,high,unacc
med,med,5more,more,big,NaN,unacc
NaN,high,4,more,big,high,unacc
med,low,4,4,small,low,null
low,low,5more,4,med,high,unacc
high,med,4,2,med,low,unacc
low,vhigh,4,more,big,med,unacc
vhigh,low,5more,more,,low,unacc
vhigh,low,2,2,small,high,good
high,vhigh,4,4,med,low,vgood
vhigh,low,3,4,big,med,unacc
vhigh,low,2,2,small,low,unacc
vhigh,,4,2,small,med,unacc
med,low,5more,more,big,high,unacc
high,med,5more,2,small,high,unacc
high,high,5more,2,big,high,vgood
high,vhigh,,2,big,med,acc
vhigh,low,3,4,big,med,unacc
vhigh,low,4,2,big,low,unacc
null,low,5more,4,small,high,acc
high,low,3,4,med,high,acc
med,high,4,,big,high,null
low,vhigh,5more,2,small,med,unacc
high,low,2,4,small,med,unacc
high,med,5more,more,small,high,unacc
med,med,,more,med,med,unacc
low,high,2,more,big,high,unacc
low,high,5more,4,small,low,unacc
vhigh,low,5more,NaN,big,med,vgood
low,high,,2,big,low,unacc
vhigh,vhigh,2,4,big,high,unacc
high,med,4,2,small,med,unacc
med,vhigh,4,more,big,high,unacc
high,high,5more,4,med,med,unacc
low,vhigh,2,more,med,high,good
high,high,4,2,med,med,acc
med,vhigh,,4,big,NaN,acc
med,low,5more,more,big,med,unacc
vhigh,low,NaN,more,big,med,unacc
high,vhigh,4,2,med,low,acc
med,low,5more,more,big,med,unacc
med,high,4,more,med,low,acc
med,,4,2,med,med,vgood
med,high,5more,more,med,low,unacc
low,med,4,2,small,low,vgood
high,low,4,2,big,med,acc
high,low,3,2,big,med,unacc
high,high,4,more,small,high,unacc
low,,4,4,,null,unacc
low,med,2,NaN,med,low,vgood
med,vhigh,4,more,small,high,acc
low,high,,2,small,low,acc
NaN,vhigh,3,4,med,med,unacc
low,vhigh,NaN,more,big,high,unacc
med,high,2,more,med,high,unacc
high,low,3,more,med,med,unacc
low,high,3,4,med,med,unacc
high,high,5more,more,small,low,acc
high,high,3,4,big,med,unacc
vhigh,low,5more,4,med,med,unacc
vhigh,med,4,more,med,high,
low,low,3,more,med,NaN,
high,high,5more,4,med,low,unacc
med,med,3,2,med,high,vgood
high,high,3,more,big,med,unacc
NaN,vhigh,3,4,small,low,unacc
vhigh,high,3,more,small,low,acc
vhigh,vhigh,2,2,big,med,unacc
vhigh,med,5more,more,small,low,unacc
vhigh,vhigh,4,2,small,high,acc
low,med,5more,more,small,low,unacc
low,high,2,2,big,low,vgood
high,high,4,2,med,high,unacc
low,vhigh,,4,big,low,unacc
med,low,3,4,big,low,unacc
high,low,5more,4,small,high,acc
high,low,4,2,big,high,unacc
med,null,2,2,med,med,acc
high,vhigh,2,4,small,high,unacc
med,low,2,NaN,med,low,unacc
vhigh,vhigh,5more,4,big,high,acc
vhigh,low,3,2,small,low,unacc
vhigh,med,2,more,med,high,unacc
med,med,3,2,small,low,unacc
low,vhigh,2,,med,high,unacc
low,high,4,more,med,low,vgood
high,vhigh,4,more,med,,acc
vhigh,med,3,2,small,high,unacc
vhigh,med,4,2,big,high,unacc
high,low,2,2,small,low,unacc
vhigh,low,3,more,med,NaN,unacc
vhigh,high,3,4,med,high,acc
med,low,2,more,,low,unacc
high,low,3,4,med,low,vgood
med,med,2,2,med,high,unacc
vhigh,low,4,4,med,med,good
vhigh,vhigh,4,2,big,med,acc
high,med,2,2,med,med,
vhigh,vhigh,5more,4,med,low,unacc
low,high,2,NaN,small,low,unacc
med,med,5more,2,small,med,unacc
med,high,3,2,big,med,unacc
low,vhigh,,null,small,low,unacc
high,high,3,more,med,high,unacc
high,vhigh,4,4,small,med,acc
vhigh,vhigh,2,4,small,high,unacc
high,med,4,more,med,high,good
low,med,3,2,med,high,unacc
high,med,2,2,med,high,unacc
vhigh,vhigh,5more,more,med,med,unacc
low,low,5more,4,small,high,unacc
vhigh,vhigh,2,2,big,med,good
med,vhigh,4,2,big,low,acc
med,low,5more,4,,low,acc
null,NaN,2,2,null,high,acc
low,high,5more,4,med,med,unacc
low,vhigh,5more,more,med,low,unacc
low,med,5more,more,med,low,unacc
vhigh,low,3,more,big,null,unacc
low,med,4,more,med,high,acc
high,high,2,2,med,high,acc
med,med,2,4,small,high,good
high,vhigh,3,more,small,low,unacc
med,vhigh,5more,,med,high,unacc
med,null,4,2,,med,unacc
high,med,3,2,med,low,acc
med,vhigh,3,more,big,med,unacc
med,low,4,4,big,high,unacc
vhigh,NaN,4,more,small,high,acc
high,low,3,more,small,,unacc
high,vhigh,4,2,small,high,unacc
high,med,2,4,big,low,unacc
med,med,2,4,big,med,unacc
low,vhigh,4,4,small,low,null
low,low,4,4,med,med,unacc
med,,3,2,big,high,unacc
low,NaN,2,NaN,big,high,unacc
low,med,,more,,high,unacc
med,high,,4,small,low,acc
high,med,2,more,small,med,unacc
vhigh,low,2,more,small,low,unacc
high,med,4,4,med,high,unacc
high,vhigh,3,4,big,med,unacc
high,med,2,more,big,high,unacc
vhigh,vhigh,4,4,med,low,unacc
high,,5more,4,small,med,unacc
,med,4,null,small,high,unacc
vhigh,med,,more,small,high,unacc
low,low,3,4,med,low,unacc
vhigh,vhigh,4,2,big,high,unacc
low,med,4,4,big,low,unacc
high,low,5more,more,small,low,unacc
high,med,3,4,small,low,unacc
high,high,4,more,small,med,unacc
low,vhigh,4,4,small,low,acc
low,low,5more,more,big,low,
,vhigh,5more,more,small,med,vgood
low,low,3,more,med,med,unacc
vhigh,null,2,more,med,med,unacc
,null,2,2,big,high,unacc
vhigh,med,3,2,small,low,unacc
med,high,3,4,big,med,
med,low,2,4,small,low,unacc
low,vhigh,4,2,small,med,unacc
NaN,low,3,4,big,low,good
vhigh,high,3,more,small,med,unacc
,vhigh,,more,big,high,vgood
med,high,4,more,NaN,high,good
vhigh,med,NaN,more,med,low,unacc
med,vhigh,2,4,med,high,unacc
vhigh,low,4,,small,low,acc
high,vhigh,3,more,big,med,unacc
low,med,5more,2,med,low,
vhigh,vhigh,4,4,med,high,acc
high,med,2,more,small,med,unacc
vhigh,med,5more,4,small,low,unacc
med,high,2,4,small,low,null
high,med,5more,4,small,med,unacc
vhigh,low,2,2,med,med,unacc
high,vhigh,3,4,med,low,acc
vhigh,vhigh,4,more,small,low,acc
vhigh,low,5more,2,big,high,unacc
high,vhigh,4,4,big,high,acc
high,med,5more,2,big,high,unacc
high,med,3,more,med,low,acc
med,vhigh,4,4,small,med,vgood
low,high,4,more,med,med,unacc
vhigh,med,2,2,small,low,unacc
vhigh,vhigh,2,2,small,med,unacc
high,vhigh,3,4,,low,
vhigh,vhigh,5more,2,big,low,good
low,low,3,2,small,med,unacc
low,vhigh,3,4,small,high,unacc
vhigh,vhigh,3,4,med,med,unacc
vhigh,vhigh,5more,4,med,high,unacc
high,vhigh,2,2,small,high,unacc
low,high,5more,4,small,med,unacc
vhigh,low,2,more,big,low,acc
low,vhigh,5more,more,med,low,unacc
vhigh,low,4,2,small,med,acc
med,vhigh,5more,4,small,low,unacc
low,med,2,2,med,med,acc
med,vhigh,3,more,small,med,unacc
high,vhigh,5more,more,med,low,good
low,high,5more,2,big,NaN,unacc
vhigh,high,5more,4,med,low,acc
vhigh,high,5more,4,med,low,unacc
med,low,,4,med,med,unacc
low,low,3,2,small,med,vgood
low,high,4,2,big,high,acc
low,low,4,2,small,high,acc
high,vhigh,4,4,med,high,unacc
low,high,3,4,small,,unacc
high,vhigh,5more,4,big,med,vgood
,vhigh,2,more,big,low,good
med,high,3,more,med,high,unacc
med,high,2,more,small,med,acc
low,high,2,4,small,low,unacc
med,vhigh,5more,4,big,high,unacc
low,vhigh,5more,2,med,high,unacc
vhigh,med,2,4,null,low,acc
vhigh,vhigh,4,,med,med,acc
vhigh,,3,4,med,med,unacc
,low,5more,more,,med,unacc
low,null,3,4,med,,unacc
,high,3,2,big,high,acc
vhigh,high,5more,more,small,med,acc
vhigh,high,3,4,med,med,unacc
high,low,null,2,small,NaN,unacc
high,low,3,4,big,med,unacc
med,med,2,more,med,med,acc
vhigh,vhigh,5more,4,big,low,unacc
med,low,2,4,big,high,unacc
vhigh,med,4,2,big,high,acc
med,high,5more,4,big,med,
med,med,4,more,med,high,unacc
high,med,2,,small,med,acc
low,med,5more,4,small,low,acc
low,vhigh,3,2,big,high,
low,low,4,4,med,high,acc
vhigh,,5more,4,,med,unacc
high,high,3,2,small,med,acc
high,med,2,null,med,low,acc
high,med,5more,more,small,low,unacc
vhigh,high,2,more,big,,unacc
med,low,3,more,small,high,unacc
med,vhigh,4,4,big,high,unacc
low,high,4,4,small,high,unacc
low,high,,more,big,low,acc
vhigh,vhigh,5more,4,small,low,unacc
vhigh,low,5more,2,med,med,unacc
low,high,4,more,small,low,acc
med,med,5more,4,big,high,unacc
med,vhigh,5more,4,big,med,acc
high,low,3,4,med,med,acc
low,high,3,NaN,med,med,good
low,vhigh,5more,2,med,high,acc
med,med,2,2,small,med,unacc
high,med,5more,2,small,med,unacc
low,low,4,more,med,med,vgood
med,vhigh,4,more,med,low,acc
med,vhigh,5more,more,,med,unacc
med,vhigh,NaN,4,small,high,unacc
high,med,5more,more,med,high,unacc
high,low,3,4,big,med,unacc
med,med,2,4,small,low,unacc
high,med,5more,more,small,high,unacc
high,low,3,more,med,med,unacc
high,med,5more,4,big,low,unacc
high,low,4,null,med,low,acc
vhigh,low,4,more,med,med,good
low,high,2,more,big,high,acc
low,,2,more,small,low,unacc
high,low,2,4,small,med,acc
med,vhigh,2,2,big,low,unacc
low,,4,2,med,med,unacc
high,,null,more,small,med,unacc
low,low,2,4,small,med,unacc
med,high,2,2,null,med,unacc
high,high,4,more,small,high,acc
med,low,4,4,small,med,unacc
low,high,4,2,big,med,acc
vhigh,,2,more,small,med,unacc
med,high,5more,,med,low,vgood
high,NaN,2,more,big,med,unacc
high,vhigh,3,4,big,med,unacc
med,vhigh,NaN,more,med,med,unacc
vhigh,med,4,4,big,med,unacc
low,high,4,4,small,med,unacc
low,vhigh,5more,2,med,low,unacc
low,high,2,4,med,NaN,unacc
NaN,low,3,more,big,high,vgood
low,med,4,more,big,med,acc
high,high,3,4,small,high,null
null,high,5more,2,small,med,unacc
med,med,3,more,med,med,vgood
med,high,5more,4,med,low,unacc
low,med,3,4,big,low,unacc
low,low,3,2,med,high,unacc
low,med,2,,small,low,unacc
vhigh,low,3,4,small,med,acc
med,med,5more,2,big,low,acc
high,high,4,4,med,med,good
low,high,4,4,med,low,
med,vhigh,5more,2,null,high,unacc
vhigh,null,3,2,med,med,unacc
vhigh,high,4,4,med,high,unacc
low,med,2,2,small,low,unacc
high,med,5more,2,med,high,unacc
med,low,5more,4,med,high,acc
high,high,3,4,big,low,unacc
low,high,5more,4,med,high,unacc
low,low,4,4,med,high,unacc
vhigh,high,3,2,med,med,unacc
vhigh,vhigh,5more,2,big,high,unacc
med,vhigh,5more,4,med,med,unacc
low,low,2,2,med,med,unacc
NaN,med,2,more,big,high,unacc
med,low,5more,2,med,low,unacc
high,high,,2,big,low,vgood
null,med,3,4,big,low,unacc
low,vhigh,5more,2,med,med,unacc
low,NaN,2,4,med,med,unacc
high,vhigh,5more,4,med,low,unacc
high,vhigh,3,more,small,low,unacc
high,med,4,4,NaN,high,unacc
vhigh,vhigh,3,NaN,small,low,unacc
med,high,3,4,small,med,unacc
low,med,2,4,,med,unacc
vhigh,low,3,null,big,med,unacc
high,vhigh,5more,more,med,low,acc
low,med,2,more,med,high,unacc
low,med,4,2,med,high,unacc
vhigh,med,5more,4,big,low,unacc
high,low,4,2,big,high,acc
high,vhigh,5more,4,big,low,unacc
med,low,3,4,big,high,unacc
high,vhigh,4,4,med,low,acc
vhigh,high,4,4,small,high,unacc
med,low,4,more,small,low,unacc
med,NaN,2,more,big,med,acc
med,high,5more,more,small,null,unacc
med,high,5more,more,med,high,acc
med,low,4,4,big,low,unacc
vhigh,low,2,4,small,high,unacc
low,high,2,more,big,low,unacc
NaN,med,5more,4,med,high,
low,low,4,more,med,med,unacc
low,high,5more,more,med,low,unacc
high,vhigh,3,2,small,high,acc
high,med,3,more,big,high,acc
low,low,5more,4,small,high,unacc
high,high,3,4,small,low,unacc
med,,4,2,med,low,unacc
high,med,5more,4,small,med,unacc
high,low,3,NaN,big,high,unacc
med,med,3,4,med,med,unacc
med,med,3,4,med,high,unacc
med,low,2,2,big,low,acc
high,med,3,4,small,high,unacc
med,high,5more,2,small,low,acc
med,med,5more,2,,high,unacc
vhigh,med,4,more,,med,unacc
vhigh,high,2,more,big,low,acc
high,med,3,4,big,low,acc
med,vhigh,5more,2,med,high,unacc
high,high,,more,med,low,unacc
vhigh,,5more,2,big,high,unacc
vhigh,med,5more,2,big,high,acc
med,high,2,4,small,low,acc
high,high,5more,,small,high,unacc
vhigh,high,2,more,med,med,unacc
,vhigh,,NaN,big,med,null
med,null,5more,4,med,med,unacc
high,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,low,unacc
med,low,4,2,med,,unacc
med,high,3,4,small,high,unacc
vhigh,,4,more,med,low,acc
high,med,3,more,small,med,good
vhigh,vhigh,3,2,big,med,unacc
low,high,2,4,big,high,acc
low,,4,more,small,low,unacc
low,vhigh,4,more,med,high,unacc
low,vhigh,4,4,small,high,
low,low,4,2,med,low,unacc
high,low,5more,4,big,med,unacc
high,low,2,2,big,med,unacc
med,high,3,4,med,low,unacc
med,low,2,2,med,med,unacc
high,vhigh,4,2,big,high,unacc
med,high,5more,4,med,high,unacc
vhigh,high,3,more,big,med,acc
high,vhigh,3,4,small,low,
vhigh,high,4,more,big,high,unacc
low,high,5more,2,null,high,unacc
low,vhigh,2,more,med,med,unacc
med,med,4,4,big,high,acc
high,low,3,2,small,med,unacc
low,high,3,4,big,low,unacc
med,high,2,,big,high,unacc
vhigh,vhigh,4,more,big,med,vgood
high,vhigh,4,4,small,med,vgood
med,vhigh,3,more,small,med,unacc
low,vhigh,5more,more,big,med,unacc
vhigh,vhigh,3,2,med,med,acc
vhigh,med,3,null,med,low,acc
med,med,2,2,small,high,acc
high,high,2,4,med,med,unacc
med,high,4,more,big,low,unacc
low,med,2,4,small,high,unacc
high,med,5more,2,small,low,good
low,vhigh,3,2,small,med,acc
vhigh,high,2,4,big,low,unacc
vhigh,vhigh,3,more,small,med,acc
low,vhigh,3,2,small,med,unacc
low,vhigh,2,more,small,high,unacc
vhigh,high,5more,2,big,high,unacc
med,low,2,2,big,low,
med,high,4,more,,med,good
med,low,2,2,med,low,unacc
low,vhigh,3,more,small,med,unacc
low,low,3,2,big,high,unacc
vhigh,high,NaN,4,big,med,unacc
high,med,4,4,small,high,unacc
med,vhigh,3,4,med,low,unacc
med,vhigh,5more,4,big,high,unacc
med,vhigh,3,4,small,low,unacc
vhigh,vhigh,2,2,small,med,unacc
high,low,5more,2,big,med,good
high,vhigh,5more,,big,high,vgood
high,med,5more,4,med,low,unacc
,vhigh,2,4,med,high,unacc
low,high,3,more,big,high,vgood
med,high,4,NaN,,high,unacc
high,med,3,4,med,low,unacc
vhigh,vhigh,4,4,small,med,acc
high,low,3,more,small,med,unacc
med,med,3,more,big,,unacc
low,med,3,more,big,low,unacc
high,high,3,4,small,med,unacc
low,vhigh,3,more,big,med,unacc
high,vhigh,2,2,small,high,unacc
low,vhigh,4,2,med,,
low,med,5more,2,big,med,unacc
high,low,3,4,small,low,unacc
vhigh,vhigh,5more,2,med,med,acc
med,med,2,more,med,med,unacc
med,med,4,more,med,med,vgood
high,high,4,4,small,high,acc
low,vhigh,4,4,small,med,unacc
med,med,4,2,med,high,acc
low,high,4,2,med,low,unacc
vhigh,high,3,2,big,,unacc
high,vhigh,2,more,small,med,acc
vhigh,low,4,4,big,med,unacc
low,low,4,4,small,,unacc
low,high,2,4,med,med,unacc
high,null,4,2,small,med,unacc
low,low,2,2,small,null,unacc
high,,2,more,big,low,unacc
high,high,3,more,med,low,unacc
vhigh,med,4,more,med,med,unacc
med,vhigh,5more,more,small,med,unacc
med,low,5more,NaN,small,high,vgood
low,low,5more,4,big,low,unacc
med,med,3,more,small,med,unacc
low,med,2,4,big,low,acc
med,high,3,2,med,med,unacc
vhigh,vhigh,3,4,big,high,unacc
med,low,3,more,med,low,unacc
low,low,4,2,med,med,acc
low,high,3,2,big,med,unacc
med,med,3,4,med,med,unacc
high,med,3,more,small,low,acc
vhigh,med,5more,more,med,high,unacc
high,vhigh,3,more,med,high,unacc
med,low,2,more,big,high,
high,low,2,more,small,med,vgood
med,low,5more,2,small,high,vgood
low,vhigh,4,2,big,high,unacc
high,vhigh,4,more,small,low,acc
vhigh,high,2,2,big,low,acc
high,high,2,more,med,low,vgood
low,low,4,2,med,med,acc
low,high,4,2,small,low,unacc
low,high,5more,4,med,low,unacc
high,low,5more,2,small,low,unacc
low,low,3,2,null,med,unacc
low,vhigh,4,2,big,med,unacc
high,vhigh,3,more,big,high,unacc
high,low,3,4,small,low,unacc
med,med,2,2,small,med,acc
high,vhigh,3,2,med,med,unacc
low,high,5more,2,null,low,unacc
vhigh,low,2,2,med,med,unacc
low,high,5more,more,big,high,unacc
low,high,5more,more,small,low,acc
low,vhigh,5more,,small,high,acc
high,low,5more,more,,high,
vhigh,vhigh,2,more,med,high,
low,vhigh,4,2,big,med,unacc
high,vhigh,,4,big,high,acc
med,high,3,more,med,med,unacc
vhigh,,2,4,big,low,unacc
vhigh,med,4,more,small,med,unacc
high,,3,2,med,med,unacc
med,med,2,more,med,low,unacc
low,vhigh,,more,small,med,unacc
med,low,5more,more,big,low,unacc
vhigh,med,2,2,big,high,acc
high,vhigh,5more,2,big,med,unacc
med,low,3,2,big,low,unacc
low,med,4,2,big,low,NaN
med,low,4,2,null,med,unacc
med,low,3,4,small,med,acc
high,vhigh,5more,4,big,med,unacc
high,vhigh,3,2,big,med,vgood
vhigh,vhigh,5more,2,med,low,unacc
high,low,null,2,,med,acc
med,high,3,more,big,low,unacc
low,med,3,more,med,med,unacc
vhigh,med,5more,2,med,high,unacc
high,NaN,3,4,small,low,unacc
med,vhigh,2,2,med,high,unacc
med,high,3,4,small,high,unacc
vhigh,low,2,4,med,low,unacc
vhigh,low,2,more,med,med,unacc
high,high,4,2,small,high,acc
high,low,4,4,big,high,unacc
low,low,3,more,small,med,
vhigh,low,3,4,small,low,unacc
vhigh,high,5more,more,small,high,unacc
med,high,2,4,small,med,unacc
low,low,2,more,med,med,unacc
high,med,4,more,big,high,unacc
low,high,2,4,small,low,unacc
low,med,3,2,small,high,unacc
med,low,5more,more,med,high,good
vhigh,vhigh,4,more,small,low,unacc
vhigh,NaN,2,2,med,,unacc
vhigh,vhigh,5more,2,big,low,unacc
,low,4,2,,low,unacc
vhigh,high,2,2,big,high,unacc
low,med,3,more,big,,null
low,med,2,4,med,high,unacc
vhigh,high,5more,2,med,low,unacc
,med,5more,more,small,high,unacc
high,low,2,more,big,high,acc
vhigh,high,2,4,big,low,unacc
high,high,2,4,big,high,unacc
vhigh,high,5more,4,big,low,
high,med,2,more,small,high,unacc
high,high,5more,4,big,high,vgood
high,,4,4,big,low,unacc
low,vhigh,2,more,med,low,unacc
high,vhigh,2,2,small,med,vgood
med,high,4,more,big,low,unacc
high,high,3,2,med,med,good
high,vhigh,5more,more,,null,acc
high,low,4,2,small,low,acc
high,vhigh,4,4,,,acc
vhigh,low,2,2,med,med,unacc
low,low,,more,med,high,
low,med,4,2,big,high,unacc
low,low,5more,more,,high,unacc
vhigh,med,2,more,big,med,acc
